ano,rodada,cartola_time_id,pontos,patrimonio,posicao
2026,3,68,105.81,131.40,1
2026,3,40,99.89,120.69,2
2026,3,51,98.41,131.84,3
2026,3,67,97.41,132.56,4
2026,3,10,96.95,116.58,5
2026,3,37,96.31,125.65,6
2026,3,15,93.31,129.86,7
2026,3,35,93.21,123.29,8
2026,3,70,92.85,119.46,9
2026,3,64,89.99,123.86,10
2026,3,41,89.71,122.01,11
2026,3,19,89.51,124.71,12
2026,3,77,89.41,133.47,13
2026,3,7,88.81,122.63,14
2026,3,49,87.71,123.66,15
2026,3,72,87.61,118.52,16
2026,3,82,87.31,119.35,17
2026,3,44,87.21,120.75,18
2026,3,55,86.91,126.14,19
2026,3,36,86.61,122.43,20
2026,3,5,86.31,125.63,21
2026,3,59,86.01,121.74,22
2026,3,45,85.61,120.11,23
2026,3,33,85.11,120.49,24
2026,3,21,84.61,119.36,25
2026,3,66,84.59,121.07,26
2026,3,54,82.41,120.14,27
2026,3,25,82.29,111.83,28
2026,3,34,81.09,118.09,29
2026,3,20,80.21,129.37,30
2026,3,27,79.61,121.40,31
2026,3,39,78.41,123.48,32
2026,3,43,77.95,114.43,33
2026,3,9,77.91,123.98,34
2026,3,80,77.45,112.64,35
2026,3,79,77.31,121.06,36
2026,3,73,76.31,122.12,37
2026,3,50,76.31,117.90,38
2026,3,14,75.59,114.10,39
2026,3,38,75.51,113.80,40
2026,3,69,75.51,116.28,41
2026,3,62,75.09,117.62,42
2026,3,11,74.71,120.87,43
2026,3,61,74.05,116.80,44
2026,3,32,73.91,120.74,45
2026,3,6,73.81,123.17,46
2026,3,8,73.61,114.89,47
2026,3,56,73.49,113.24,48
2026,3,23,73.47,105.35,49
2026,3,17,73.41,121.33,50
2026,3,4,73.41,114.34,51
2026,3,2,72.99,118.10,52
2026,3,30,72.21,120.39,53
2026,3,75,72.21,123.23,54
2026,3,74,72.09,109.69,55
2026,3,63,71.91,121.41,56
2026,3,22,71.75,116.65,57
2026,3,3,71.21,117.01,58
2026,3,28,70.41,120.39,59
2026,3,48,69.91,117.55,60
2026,3,24,68.91,118.81,61
2026,3,78,68.31,115.87,62
2026,3,57,66.71,113.40,63
2026,3,26,65.21,117.11,64
2026,3,42,65.11,118.71,65
2026,3,18,63.91,120.81,66
2026,3,13,63.19,110.74,67
2026,3,65,62.21,117.81,68
2026,3,46,61.49,111.13,69
2026,3,71,57.71,109.67,70
2026,3,16,56.01,107.16,71
2026,3,53,54.11,101.53,72
2026,3,58,54.01,110.72,73
2026,3,60,53.21,110.64,74
2026,3,1,52.71,102.61,75
2026,3,47,51.55,105.03,76
2026,3,31,49.61,113.30,77
2026,3,12,49.61,100.12,78
2026,3,76,46.09,110.46,79
2026,3,81,45.89,100.46,80
2026,3,29,40.05,99.38,81
2026,3,52,0,104.48,82
2026,3,83,0,100.00,83
