ano,rodada,cartola_time_id,pontos,patrimonio,posicao
2025,4,58,127.11,101,1
2025,4,42,122.01,100,2
2025,4,43,117.71,100,3
2025,4,77,107.41,100,4
2025,4,16,105.33,100,5
2025,4,72,104.38,100,6
2025,4,68,103.25,100,7
2025,4,50,102.61,100,8
2025,4,29,102.31,100,9
2025,4,67,101.21,100,10
2025,4,21,101.01,100,11
2025,4,44,100.51,100,12
2025,4,27,100.21,100,13
2025,4,28,100.21,100,14
2025,4,26,99.18,100,15
2025,4,62,97.71,100,16
2025,4,78,97.71,100,17
2025,4,31,97.17,100,18
2025,4,47,95.61,100,19
2025,4,4,95.61,100,20
2025,4,17,95.31,100,21
2025,4,3,94.77,100,22
2025,4,53,94.61,100,23
2025,4,54,94.41,100,24
2025,4,74,94.25,100,25
2025,4,81,93.47,100,26
2025,4,30,93.27,100,27
2025,4,12,92.28,100,28
2025,4,55,91.81,100,29
2025,4,60,91.73,100,30
2025,4,6,91.41,100,31
2025,4,15,90.21,100,32
2025,4,71,90.11,100,33
2025,4,36,89.81,100,34
2025,4,66,89.31,100,35
2025,4,76,88.87,100,36
2025,4,46,87.77,100,37
2025,4,49,87.53,100,38
2025,4,14,86.71,100,39
2025,4,20,86.71,100,40
2025,4,7,86.07,100,41
2025,4,24,84.97,100,42
2025,4,13,84.67,100,43
2025,4,34,84.03,100,44
2025,4,2,83.38,100,45
2025,4,61,83.03,100,46
2025,4,59,82.51,100,47
2025,4,5,81.97,100,48
2025,4,41,80.51,100,49
2025,4,56,79.98,100,50
2025,4,75,79.23,100,51
2025,4,69,79.17,100,52
2025,4,1,78.88,100,53
2025,4,9,78.87,100,54
2025,4,11,76.87,100,55
2025,4,57,76.87,100,56
2025,4,45,76.51,100,57
2025,4,52,74.73,100,58
2025,4,25,73.27,100,59
2025,4,63,72.94,100,60
2025,4,32,71.97,100,61
2025,4,23,71.41,100,62
2025,4,65,67.23,100,63
2025,4,39,65.57,100,64
2025,4,19,65.03,100,65
2025,4,38,64.21,100,66
2025,4,73,64.01,100,67
2025,4,79,62.67,100,68
2025,4,48,61.53,100,69
2025,4,64,60.27,100,70
2025,4,51,59.5,100,71
2025,4,10,58.57,100,72
2025,4,70,55.45,100,73
2025,4,18,55.03,100,74
2025,4,33,51.83,100,75
2025,4,40,48.67,100,76
2025,4,80,46.38,100,77
2025,4,35,46.17,100,78
2025,4,22,45.77,100,79
2025,4,37,39.7,100,80
2025,4,8,37.96,100,81
