ano,rodada,cartola_time_id,pontos,patrimonio,posicao
2025,8,23,149.75,117.67,1
2025,8,25,145.45,128.1,2
2025,8,53,142.94,102.19,3
2025,8,44,139.24,127.34,4
2025,8,62,138.65,106.8,5
2025,8,7,137.14,125.35,6
2025,8,29,134.29,125.72,7
2025,8,47,130.73,100.15,8
2025,8,2,129.54,135.32,9
2025,8,59,127.95,107.23,10
2025,8,71,124.94,125.42,11
2025,8,79,122.35,102.36,12
2025,8,13,119.35,115.82,13
2025,8,81,118.24,104.37,14
2025,8,58,118.15,128.5,15
2025,8,11,117.14,134.12,16
2025,8,77,117.05,134.28,17
2025,8,74,117.04,110.67,18
2025,8,66,116.75,119.58,19
2025,8,6,115.94,112.55,20
2025,8,14,115.45,134.68,21
2025,8,60,114.55,109.31,22
2025,8,68,113.69,132.70,23
2025,8,24,113.56,115.37,24
2025,8,26,112.85,116.60,25
2025,8,4,110.56,129.15,26
2025,8,69,108.94,106.60,27
2025,8,3,108.69,131.33,28
2025,8,40,108.15,117.71,29
2025,8,42,107.65,112.40,30
2025,8,39,106.74,125.23,31
2025,8,41,105.34,110.32,32
2025,8,57,104.05,118.61,33
2025,8,16,102.44,101.74,34
2025,8,52,102.34,134.58,35
2025,8,33,101.15,109.22,36
2025,8,17,99.95,129.78,37
2025,8,55,97.14,100.67,38
2025,8,76,96.74,135.16,39
2025,8,54,95.55,128.87,40
2025,8,63,95.54,116.82,41
2025,8,1,93.79,135.49,42
2025,8,37,93.35,122.65,43
2025,8,65,93.24,128.99,44
2025,8,67,93.19,122.93,45
2025,8,43,93.04,111.8,46
2025,8,20,90.85,103.46,47
2025,8,48,89.25,120.95,48
2025,8,31,89.04,127.97,49
2025,8,56,88.24,100.3,50
2025,8,21,88.14,129.42,51
2025,8,28,87.85,117.95,52
2025,8,5,84.84,126.72,53
2025,8,73,84.09,129.55,54
2025,8,32,83.74,112.23,55
2025,8,46,83.24,131.13,56
2025,8,15,81.25,112.47,57
2025,8,75,80.23,105.20,58
2025,8,78,79.34,108.2,59
2025,8,49,74.93,122.68,60
2025,8,12,73.44,122.34,61
2025,8,27,73.25,105.85,62
2025,8,51,73.04,127.1,63
2025,8,18,72.23,111.38,64
2025,8,50,71.35,108.85,65
2025,8,64,69.45,107.15,66
2025,8,22,69.04,126.14,67
2025,8,8,68.54,111.41,68
2025,8,30,67.16,123.2,69
2025,8,36,66.25,115.83,70
2025,8,9,65.94,114.97,71
2025,8,10,64.54,126.69,72
2025,8,80,63.09,105.78,73
2025,8,35,62.54,121.93,74
2025,8,72,62.04,121.97,75
2025,8,61,50.43,121.59,76
2025,8,34,49.34,107.80,77
2025,8,45,48.35,102.15,78
2025,8,38,39.85,110.81,79
2025,8,19,39.85,123.92,80
2025,8,70,37.53,126.61,81
