ano,rodada,cartola_time_id,pontos,patrimonio,posicao
2026,24,42,131.37,163.09,1
2026,24,19,125.47,156.54,2
2026,24,48,121.1,139.64,3
2026,24,17,120.87,156.95,4
2026,24,68,119.44,155.32,5
2026,24,44,118.57,156.79,6
2026,24,64,118.32,159.55,7
2026,24,20,117.62,160.94,8
2026,24,61,117.5,144.51,9
2026,24,33,117.32,156.03,10
2026,24,51,117.22,160.44,11
2026,24,15,116.07,165.12,12
2026,24,14,115.48,150.66,13
2026,24,66,115.32,166.88,14
2026,24,18,115.17,166.72,15
2026,24,43,115.17,156.40,16
2026,24,37,114.92,161.70,17
2026,24,69,114.77,149.08,18
2026,24,65,114.5,149.35,19
2026,24,57,114.47,142.70,20
2026,24,47,112.17,150.25,21
2026,24,8,111.07,159.68,22
2026,24,41,110.9,143.79,23
2026,24,4,110.37,155.66,24
2026,24,11,109.87,163.13,25
2026,24,6,107.67,169.50,26
2026,24,24,107.37,154.67,27
2026,24,79,107.2,139.67,28
2026,24,35,106.7,145.50,29
2026,24,10,106.64,144.18,30
2026,24,80,106.27,155.93,31
2026,24,5,106.27,167.49,32
2026,24,32,106.17,154.12,33
2026,24,3,105.87,147.84,34
2026,24,81,105.44,152.29,35
2026,24,39,105.27,156.32,36
2026,24,45,105.2,146.89,37
2026,24,7,104.52,170.37,38
2026,24,27,103.57,155.23,39
2026,24,63,103.27,171.99,40
2026,24,77,102.27,159.20,41
2026,24,40,102.18,158.87,42
2026,24,34,102.02,169.76,43
2026,24,82,100.8,145.92,44
2026,24,46,100.7,135.06,45
2026,24,55,100.14,143.65,46
2026,24,50,99.92,162.92,47
2026,24,71,99.8,143.63,48
2026,24,49,99.67,173.61,49
2026,24,38,99.42,169.55,50
2026,24,54,99.37,155.54,51
2026,24,22,97.1,139.18,52
2026,24,75,95.17,173.69,53
2026,24,31,95.12,142.48,54
2026,24,2,95.02,159.37,55
2026,24,72,95,137.85,56
2026,24,53,94.38,133.87,57
2026,24,16,94.28,145.25,58
2026,24,56,93.47,133.97,59
2026,24,59,93.1,138.13,60
2026,24,21,91.94,164.33,61
2026,24,25,91.62,181.30,62
2026,24,67,91.62,272.58,63
2026,24,73,91.52,161.03,64
2026,24,28,91.17,148.68,65
2026,24,78,90.7,144.45,66
2026,24,60,87.67,143.71,67
2026,24,1,87.29,135.40,68
2026,24,12,86.32,145.98,69
2026,24,9,86.08,153.94,70
2026,24,70,81.09,145.24,71
2026,24,26,80.18,143.75,72
2026,24,62,80.14,141.15,73
2026,24,36,79.08,144.95,74
2026,24,74,74.3,122.05,75
2026,24,23,74.27,174.24,76
2026,24,30,65.48,155.17,77
2026,24,52,65.21,98.76,78
2026,24,13,56.18,139.86,79
2026,24,83,51.48,100.07,80
2026,24,76,50.9,107.61,81
2026,24,58,43,106.96,82
2026,24,29,20.9,91.00,83
