ano,rodada,cartola_time_id,pontos,patrimonio,posicao
2025,3,48,86.52,120.95,1
2025,3,73,82.17,129.55,2
2025,3,31,79.87,127.97,3
2025,3,60,79.87,109.31,4
2025,3,57,77.87,118.61,5
2025,3,36,77.05,115.83,6
2025,3,21,76.97,129.42,7
2025,3,38,76.81,110.81,8
2025,3,39,75.77,125.23,9
2025,3,50,75.67,108.85,10
2025,3,23,75.57,117.67,11
2025,3,33,74.75,109.22,12
2025,3,5,74.75,126.72,13
2025,3,46,74.67,131.13,14
2025,3,75,74.54,105.20,15
2025,3,44,73.55,127.34,16
2025,3,74,73.45,110.67,17
2025,3,54,73.07,128.87,18
2025,3,65,72.97,128.99,19
2025,3,47,72.15,100.15,20
2025,3,59,72.05,107.23,21
2025,3,53,71.04,102.19,22
2025,3,52,70.47,134.58,23
2025,3,14,70.45,134.68,24
2025,3,11,70.17,134.12,25
2025,3,58,68.87,128.5,26
2025,3,42,68.87,112.40,27
2025,3,12,68.37,122.34,28
2025,3,2,68.37,135.32,29
2025,3,72,68.37,121.97,30
2025,3,7,68.17,125.35,31
2025,3,43,68.07,111.8,32
2025,3,17,68.05,129.78,33
2025,3,77,67.57,134.28,34
2025,3,4,67.55,129.15,35
2025,3,15,67.47,112.47,36
2025,3,20,67.05,103.46,37
2025,3,29,66.85,125.72,38
2025,3,62,66.57,106.8,39
2025,3,28,66.5,117.95,40
2025,3,16,65.6,101.74,41
2025,3,19,64.47,123.92,42
2025,3,66,64.35,119.58,43
2025,3,71,64.3,125.42,44
2025,3,27,64.27,105.85,45
2025,3,56,64.17,100.3,46
2025,3,30,64.17,123.2,47
2025,3,13,63.65,115.82,48
2025,3,22,63.65,126.14,49
2025,3,79,63.15,102.36,50
2025,3,45,62.77,102.15,51
2025,3,24,62.45,115.37,52
2025,3,41,61.72,110.32,53
2025,3,40,61.35,117.71,54
2025,3,10,61.25,126.69,55
2025,3,6,61.15,112.55,56
2025,3,26,60.97,116.60,57
2025,3,25,60.27,128.1,58
2025,3,68,59.87,132.70,59
2025,3,80,59.27,105.78,60
2025,3,55,59.07,100.67,61
2025,3,63,58.97,116.82,62
2025,3,37,58.87,122.65,63
2025,3,34,58.75,107.80,64
2025,3,3,57.77,131.33,65
2025,3,9,57.67,114.97,66
2025,3,76,57.25,135.16,67
2025,3,49,55.87,122.68,68
2025,3,69,55.41,106.60,69
2025,3,61,55.21,121.59,70
2025,3,81,54.7,104.37,71
2025,3,51,54.55,127.1,72
2025,3,32,52,112.23,73
2025,3,67,50.37,122.93,74
2025,3,35,47.82,121.93,75
2025,3,18,46.27,111.38,76
2025,3,64,44.07,107.15,77
2025,3,78,40.95,108.2,78
2025,3,70,36.77,126.61,79
2025,3,1,32.99,135.49,80
2025,3,8,26.75,111.41,81
