ano,rodada,cartola_time_id,pontos,patrimonio,posicao
2025,2,52,100.19,102.91,1
2025,2,33,100.19,100.81,2
2025,2,23,97.19,124.51,3
2025,2,46,96.09,115.87,4
2025,2,31,92.62,112.21,5
2025,2,48,92.32,116.18,6
2025,2,72,89.72,101.25,7
2025,2,42,88.49,115.88,8
2025,2,43,88.29,109.92,9
2025,2,30,87.39,103.27,10
2025,2,59,87.19,107.33,11
2025,2,36,87.19,102.9,12
2025,2,5,87.09,123.32,13
2025,2,28,86.09,105.58,14
2025,2,58,85.69,121.27,15
2025,2,73,85.42,102.51,16
2025,2,66,85.39,122.57,17
2025,2,24,84.89,119.22,18
2025,2,38,84.59,122.83,19
2025,2,54,84.32,110.38,20
2025,2,26,84.09,113.86,21
2025,2,22,82.92,111.1,22
2025,2,14,82.39,110.84,23
2025,2,13,81.99,122.87,24
2025,2,77,81.79,109.24,25
2025,2,69,81.59,109.26,26
2025,2,67,81.39,115.80,27
2025,2,49,81.19,121.25,28
2025,2,29,81.19,123.81,29
2025,2,27,79.89,124.90,30
2025,2,7,78.62,112.80,31
2025,2,32,78.59,113.99,32
2025,2,17,78.25,101.23,33
2025,2,81,77.78,105.73,34
2025,2,53,77.12,100.5,35
2025,2,75,76.62,119.38,36
2025,2,56,76.02,102.1,37
2025,2,65,75.59,111.60,38
2025,2,20,75.49,108.97,39
2025,2,50,75.12,122.46,40
2025,2,1,75.09,118.44,41
2025,2,76,74.99,115.62,42
2025,2,62,73.79,108.80,43
2025,2,60,72.19,100.8,44
2025,2,2,71.89,106.55,45
2025,2,12,71.82,112.65,46
2025,2,6,71.32,109.44,47
2025,2,11,70.99,112.89,48
2025,2,78,70.69,118.55,49
2025,2,79,70.29,105.2,50
2025,2,15,69.59,125.38,51
2025,2,71,69.09,113.15,52
2025,2,3,68.49,124.66,53
2025,2,51,67.72,110.73,54
2025,2,63,66.88,108.28,55
2025,2,37,66.52,118.73,56
2025,2,18,65.75,113.69,57
2025,2,16,65.72,105.48,58
2025,2,45,65.62,107.22,59
2025,2,64,65.42,103.1,60
2025,2,19,63.22,100.3,61
2025,2,25,63.19,107.27,62
2025,2,9,61.42,104.58,63
2025,2,47,60.79,110.69,64
2025,2,41,60.62,103.95,65
2025,2,10,58.99,100.42,66
2025,2,4,58.52,109.90,67
2025,2,55,58.12,108.14,68
2025,2,39,57.89,101.21,69
2025,2,44,57.49,104.12,70
2025,2,40,56.72,106.30,71
2025,2,61,54.49,123.81,72
2025,2,57,54.08,106.68,73
2025,2,34,53.19,122.82,74
2025,2,70,49.73,107.91,75
2025,2,68,49.08,120.62,76
2025,2,74,47.68,100.47,77
2025,2,80,47.59,106.74,78
2025,2,8,44.22,105.84,79
2025,2,21,39.1,108.59,80
2025,2,35,19.22,113.16,81
