ano,rodada,time_id,pontos
2026,22,1,82.76
2026,22,2,93.46
2026,22,3,68.16
2026,22,4,79.06
2026,22,5,77.56
2026,22,6,75.55
2026,22,7,63.39
2026,22,8,68.36
2026,22,9,70.26
2026,22,10,78.20
2026,22,11,69.91
2026,22,12,59.55
2026,22,13,73.36
2026,22,14,73.36
2026,22,15,81.86
2026,22,16,24.34
2026,22,17,78.66
2026,22,18,79.06
2026,22,19,56.66
2026,22,20,58.54
2026,22,21,75.36
2026,22,22,81.56
2026,22,23,90.26
2026,22,24,75.61
2026,22,25,73.95
2026,22,26,83.16
2026,22,27,80.66
2026,22,28,84.86
2026,22,29,65.75
2026,22,30,51.06
2026,22,31,71.46
2026,22,32,79.95
2026,22,33,73.80
2026,22,34,73.26
2026,22,35,70.36
2026,22,36,61.66
2026,22,37,50.45
2026,22,38,71.26
2026,22,39,72.36
2026,22,40,68.66
2026,22,41,59.35
2026,22,42,44.10
2026,22,43,64.26
2026,22,44,56.86
2026,22,45,89.56
2026,22,46,78.06
2026,22,47,78.06
2026,22,48,61.06
2026,22,49,69.66
2026,22,50,72.61
2026,22,51,70.96
2026,22,52,71.16
2026,22,53,58.70
2026,22,54,67.01
2026,22,55,74.36
2026,22,56,55.91
2026,22,57,78.56
2026,22,58,70.46
2026,22,59,64.86
