ano,rodada,time_id,pontos
2026,27,1,66.89
2026,27,2,60.89
2026,27,3,26.04
2026,27,4,63.79
2026,27,5,65.99
2026,27,6,66.30
2026,27,7,78.89
2026,27,8,39.39
2026,27,9,62.41
2026,27,10,92.81
2026,27,11,92.41
2026,27,12,74.49
2026,27,13,61.09
2026,27,14,73.29
2026,27,15,75.09
2026,27,16,28.30
2026,27,17,73.29
2026,27,18,56.69
2026,27,19,69.69
2026,27,20,59.00
2026,27,21,37.79
2026,27,22,73.19
2026,27,23,78.69
2026,27,24,91.21
2026,27,25,66.19
2026,27,26,81.39
2026,27,27,65.31
2026,27,28,73.41
2026,27,29,85.90
2026,27,30,73.64
2026,27,31,54.69
2026,27,32,78.61
2026,27,33,73.80
2026,27,34,62.40
2026,27,35,82.99
2026,27,36,82.99
2026,27,37,82.90
2026,27,38,76.39
2026,27,39,76.09
2026,27,40,75.99
2026,27,41,73.81
2026,27,42,55.79
2026,27,43,75.11
2026,27,44,62.49
2026,27,45,73.09
2026,27,46,74.99
2026,27,47,75.01
2026,27,48,69.69
2026,27,49,70.99
2026,27,50,62.34
2026,27,51,73.29
2026,27,52,57.69
2026,27,53,51.10
2026,27,54,75.90
2026,27,55,78.09
2026,27,56,67.90
2026,27,57,66.69
2026,27,58,66.89
2026,27,59,89.40
