ano,rodada,time_id,pontos
2026,17,1,69.27
2026,17,2,61.47
2026,17,3,78.47
2026,17,4,64.27
2026,17,5,77.17
2026,17,6,89.57
2026,17,7,59.77
2026,17,8,83.97
2026,17,9,54.57
2026,17,10,59.47
2026,17,11,79.87
2026,17,12,73.47
2026,17,13,75.47
2026,17,14,73.27
2026,17,15,73.77
2026,17,16,60.57
2026,17,17,75.97
2026,17,18,55.57
2026,17,19,76.07
2026,17,20,54.76
2026,17,21,78.27
2026,17,22,73.67
2026,17,23,77.17
2026,17,24,66.27
2026,17,25,55.40
2026,17,26,61.77
2026,17,27,65.87
2026,17,28,69.57
2026,17,29,56.97
2026,17,30,67.57
2026,17,31,81.07
2026,17,32,77.37
2026,17,33,73.80
2026,17,34,82.67
2026,17,35,64.17
2026,17,36,64.17
2026,17,37,71.97
2026,17,38,31.36
2026,17,39,64.57
2026,17,40,67.17
2026,17,41,68.97
2026,17,42,69.27
2026,17,43,82.77
2026,17,44,63.37
2026,17,45,83.40
2026,17,46,79.17
2026,17,47,84.37
2026,17,48,82.77
2026,17,49,80.57
2026,17,50,72.97
2026,17,51,66.67
2026,17,52,69.07
2026,17,53,68.90
2026,17,54,77.37
2026,17,55,58.67
2026,17,56,84.17
2026,17,57,81.87
2026,17,58,66.37
2026,17,59,72.87
