ano,rodada,time_id,pontos
2026,24,1,86.08
2026,24,2,104.57
2026,24,3,105.87
2026,24,4,106.27
2026,24,5,111.07
2026,24,6,95.12
2026,24,7,86.32
2026,24,8,91.94
2026,24,9,89.77
2026,24,10,94.28
2026,24,11,95
2026,24,12,91.52
2026,24,13,115.17
2026,24,14,119.57
2026,24,15,127.67
2026,24,16,45.69
2026,24,17,125.47
2026,24,18,117.62
2026,24,19,82.17
2026,24,20,82.79
2026,24,21,112.17
2026,24,22,106.27
2026,24,23,107.37
2026,24,24,123.57
2026,24,25,103.11
2026,24,26,110.82
2026,24,27,114.77
2026,24,28,119.44
2026,24,29,80.18
2026,24,30,56.18
2026,24,31,103.57
2026,24,32,91.17
2026,24,33,73.80
2026,24,34,117.32
2026,24,35,103.62
2026,24,36,106.7
2026,24,37,95.82
2026,24,38,114.92
2026,24,39,87.48
2026,24,40,79.08
2026,24,41,97.1
2026,24,42,87.29
2026,24,43,115.17
2026,24,44,110.9
2026,24,45,102.27
2026,24,46,111.18
2026,24,47,128.72
2026,24,48,110.37
2026,24,49,118.57
2026,24,50,105.2
2026,24,51,99.8
2026,24,52,81.09
2026,24,53,100.7
2026,24,54,102.27
2026,24,55,105.27
2026,24,56,121.1
2026,24,57,118.32
2026,24,58,114.5
2026,24,59,99.67
