ano,rodada,time_id,pontos
2026,16,1,64.35
2026,16,2,68.25
2026,16,3,63.80
2026,16,4,71.85
2026,16,5,54.93
2026,16,6,79.94
2026,16,7,94.65
2026,16,8,79.23
2026,16,9,72.75
2026,16,10,69.03
2026,16,11,61.53
2026,16,12,87.69
2026,16,13,81.93
2026,16,14,77.13
2026,16,15,79.45
2026,16,16,85.43
2026,16,17,65.03
2026,16,18,78.33
2026,16,19,68.23
2026,16,20,47.91
2026,16,21,79.19
2026,16,22,66.60
2026,16,23,82.23
2026,16,24,65.05
2026,16,25,73.30
2026,16,26,66.43
2026,16,27,88.34
2026,16,28,78.74
2026,16,29,73.53
2026,16,30,60.51
2026,16,31,79.25
2026,16,32,67.63
2026,16,33,73.80
2026,16,34,84.25
2026,16,35,79.63
2026,16,36,75.74
2026,16,37,71.09
2026,16,38,50.03
2026,16,39,71.09
2026,16,40,74.53
2026,16,41,65.85
2026,16,42,46.29
2026,16,43,82.55
2026,16,44,80.04
2026,16,45,66.09
2026,16,46,84.13
2026,16,47,85.74
2026,16,48,65.90
2026,16,49,73.55
2026,16,50,63.43
2026,16,51,89.05
2026,16,52,90.45
2026,16,53,70.90
2026,16,54,54.13
2026,16,55,77.53
2026,16,56,73.09
2026,16,57,68.74
2026,16,58,68.50
2026,16,59,87.03
