ano,rodada,time_id,pontos
2026,12,1,63.75
2026,12,2,70.25
2026,12,3,73.05
2026,12,4,89.15
2026,12,5,74.15
2026,12,6,51.18
2026,12,7,80.82
2026,12,8,62.15
2026,12,9,44.25
2026,12,10,73.48
2026,12,11,65.41
2026,12,12,83.05
2026,12,13,86.35
2026,12,14,73.25
2026,12,15,69.25
2026,12,16,73.71
2026,12,17,76.15
2026,12,18,94.05
2026,12,19,70.95
2026,12,20,25.08
2026,12,21,64.45
2026,12,22,74.15
2026,12,23,69.65
2026,12,24,58.31
2026,12,25,60.74
2026,12,26,54.18
2026,12,27,61.25
2026,12,28,73.95
2026,12,29,53.35
2026,12,30,75.35
2026,12,31,64.35
2026,12,32,83.55
2026,12,33,73.80
2026,12,34,79.01
2026,12,35,86.75
2026,12,36,82.85
2026,12,37,48.35
2026,12,38,72.45
2026,12,39,68.25
2026,12,40,59.65
2026,12,41,68.05
2026,12,42,58.05
2026,12,43,87.45
2026,12,44,76.55
2026,12,45,63.55
2026,12,46,65.45
2026,12,47,53.45
2026,12,48,93.95
2026,12,49,69.05
2026,12,50,63.15
2026,12,51,79.15
2026,12,52,80.25
2026,12,53,72.95
2026,12,54,68.15
2026,12,55,79.65
2026,12,56,66.65
2026,12,57,63.15
2026,12,58,63.55
2026,12,59,85.15
