ano,rodada,time_id,pontos
2026,25,1,100.33
2026,25,2,113.93
2026,25,3,83.63
2026,25,4,113.93
2026,25,5,110.43
2026,25,6,77.69
2026,25,7,92.75
2026,25,8,82.33
2026,25,9,60.59
2026,25,10,70.32
2026,25,11,102.23
2026,25,12,75.45
2026,25,13,93.03
2026,25,14,91.53
2026,25,15,116.13
2026,25,16,26.25
2026,25,17,82.63
2026,25,18,104.23
2026,25,19,122.23
2026,25,20,63.65
2026,25,21,85.73
2026,25,22,82.63
2026,25,23,92.43
2026,25,24,63.89
2026,25,25,68.65
2026,25,26,106.73
2026,25,27,73.53
2026,25,28,82.05
2026,25,29,67.95
2026,25,30,83.85
2026,25,31,70.63
2026,25,32,95.23
2026,25,33,73.80
2026,25,34,74.83
2026,25,35,88.43
2026,25,36,88.43
2026,25,37,80.16
2026,25,38,113.93
2026,25,39,98.33
2026,25,40,95.25
2026,25,41,83.39
2026,25,42,49.25
2026,25,43,89.23
2026,25,44,88.95
2026,25,45,80.79
2026,25,46,90.73
2026,25,47,90.73
2026,25,48,91.74
2026,25,49,89.03
2026,25,50,87.36
2026,25,51,83.42
2026,25,52,52.84
2026,25,53,85.65
2026,25,54,63.85
2026,25,55,69.99
2026,25,56,59.35
2026,25,57,90.23
2026,25,58,81.43
2026,25,59,80.43
