ano,rodada,time_id,pontos
2026,18,1,98.35
2026,18,2,99.00
2026,18,3,100.25
2026,18,4,124.10
2026,18,5,100.15
2026,18,6,121.05
2026,18,7,108.25
2026,18,8,97.95
2026,18,9,91.75
2026,18,10,97.74
2026,18,11,95.70
2026,18,12,96.15
2026,18,13,108.80
2026,18,14,126.15
2026,18,15,122.85
2026,18,16,74.65
2026,18,17,96.45
2026,18,18,93.75
2026,18,19,104.95
2026,18,20,64.30
2026,18,21,95.65
2026,18,22,114.65
2026,18,23,108.85
2026,18,24,107.05
2026,18,25,96.85
2026,18,26,125.15
2026,18,27,108.75
2026,18,28,107.85
2026,18,29,116.05
2026,18,30,68.70
2026,18,31,103.55
2026,18,32,108.25
2026,18,33,73.80
2026,18,34,94.35
2026,18,35,102.75
2026,18,36,101.85
2026,18,37,91.25
2026,18,38,118.90
2026,18,39,123.85
2026,18,40,99.45
2026,18,41,99.55
2026,18,42,78.90
2026,18,43,121.70
2026,18,44,91.25
2026,18,45,122.85
2026,18,46,95.05
2026,18,47,88.25
2026,18,48,121.70
2026,18,49,102.60
2026,18,50,90.37
2026,18,51,100.45
2026,18,52,102.35
2026,18,53,59.35
2026,18,54,112.68
2026,18,55,105.35
2026,18,56,82.64
2026,18,57,95.05
2026,18,58,116.45
2026,18,59,106.05
