ano,rodada,time_id,pontos
2026,15,1,54.75
2026,15,2,55.82
2026,15,3,49.75
2026,15,4,66.42
2026,15,5,51.42
2026,15,6,38.72
2026,15,7,59.65
2026,15,8,67.63
2026,15,9,51.45
2026,15,10,57.33
2026,15,11,44.45
2026,15,12,46.12
2026,15,13,52.55
2026,15,14,52.75
2026,15,15,49.65
2026,15,16,45.23
2026,15,17,54.95
2026,15,18,43.53
2026,15,19,67.55
2026,15,20,57.44
2026,15,21,36.83
2026,15,22,31.45
2026,15,23,39.65
2026,15,24,63.63
2026,15,25,66.75
2026,15,26,58.82
2026,15,27,57.35
2026,15,28,43.75
2026,15,29,51.55
2026,15,30,41.64
2026,15,31,44.85
2026,15,32,58.55
2026,15,33,73.80
2026,15,34,72.55
2026,15,35,56.85
2026,15,36,56.85
2026,15,37,43.35
2026,15,38,60.03
2026,15,39,40.92
2026,15,40,71.75
2026,15,41,31.73
2026,15,42,31.46
2026,15,43,41.85
2026,15,44,61.95
2026,15,45,31.05
2026,15,46,54.73
2026,15,47,54.43
2026,15,48,42.55
2026,15,49,44.35
2026,15,50,65.55
2026,15,51,59.02
2026,15,52,58.45
2026,15,53,68.15
2026,15,54,66.50
2026,15,55,48.13
2026,15,56,32.53
2026,15,57,60.05
2026,15,58,55.75
2026,15,59,45.75
