ano,rodada,time_id,pontos
2026,6,1,57.56
2026,6,2,79.75
2026,6,3,63.06
2026,6,4,73.46
2026,6,5,53.55
2026,6,6,56.85
2026,6,7,85.45
2026,6,8,69.56
2026,6,9,84.16
2026,6,10,71.84
2026,6,11,65.37
2026,6,12,73.16
2026,6,13,47.24
2026,6,14,51.86
2026,6,15,62.45
2026,6,16,64.56
2026,6,17,61.65
2026,6,18,69.05
2026,6,19,53.76
2026,6,20,64.56
2026,6,21,69.44
2026,6,22,71.60
2026,6,23,65.56
2026,6,24,81.68
2026,6,25,72.14
2026,6,26,75.27
2026,6,27,61.35
2026,6,28,51.55
2026,6,29,73.66
2026,6,30,64.24
2026,6,31,67.06
2026,6,32,76.86
2026,6,33,73.80
2026,6,34,63.66
2026,6,35,65.26
2026,6,36,59.56
2026,6,37,61.44
2026,6,38,66.06
2026,6,39,64.15
2026,6,40,60.65
2026,6,41,62.46
2026,6,42,63.24
2026,6,43,63.44
2026,6,44,55.56
2026,6,45,49.84
2026,6,46,73.55
2026,6,47,72.06
2026,6,48,68.44
2026,6,49,63.46
2026,6,50,72.14
2026,6,51,63.06
2026,6,52,52.94
2026,6,53,51.14
2026,6,54,68.90
2026,6,55,62.35
2026,6,56,63.16
2026,6,57,55.36
2026,6,58,64.65
2026,6,59,63.66
