ano,rodada,time_id,pontos
2026,21,1,85.80
2026,21,2,91.70
2026,21,3,73.46
2026,21,4,87.00
2026,21,5,66.75
2026,21,6,87.56
2026,21,7,60.55
2026,21,8,65.78
2026,21,9,88.50
2026,21,10,74.29
2026,21,11,77.16
2026,21,12,63.40
2026,21,13,85.30
2026,21,14,72.80
2026,21,15,75.00
2026,21,16,31.15
2026,21,17,69.76
2026,21,18,79.50
2026,21,19,78.55
2026,21,20,16.90
2026,21,21,67.38
2026,21,22,82.90
2026,21,23,97.68
2026,21,24,89.58
2026,21,25,83.16
2026,21,26,89.79
2026,21,27,72.40
2026,21,28,89.99
2026,21,29,86.66
2026,21,30,74.00
2026,21,31,98.38
2026,21,32,85.88
2026,21,33,73.80
2026,21,34,73.59
2026,21,35,75.80
2026,21,36,75.80
2026,21,37,67.86
2026,21,38,87.00
2026,21,39,71.29
2026,21,40,78.80
2026,21,41,86.76
2026,21,42,82.26
2026,21,43,82.99
2026,21,44,76.20
2026,21,45,85.08
2026,21,46,80.70
2026,21,47,88.10
2026,21,48,82.99
2026,21,49,78.70
2026,21,50,88.16
2026,21,51,58.40
2026,21,52,75.90
2026,21,53,84.86
2026,21,54,97.48
2026,21,55,86.38
2026,21,56,72.06
2026,21,57,61.20
2026,21,58,88.80
2026,21,59,68.60
