ano,rodada,time_id,pontos
2026,10,1,62.29
2026,10,2,69.99
2026,10,3,66.57
2026,10,4,61.79
2026,10,5,65.87
2026,10,6,50.77
2026,10,7,50.10
2026,10,8,59.57
2026,10,9,46.78
2026,10,10,37.67
2026,10,11,56.27
2026,10,12,60.75
2026,10,13,47.87
2026,10,14,50.27
2026,10,15,61.97
2026,10,16,21.84
2026,10,17,42.87
2026,10,18,60.37
2026,10,19,46.37
2026,10,20,46.90
2026,10,21,68.77
2026,10,22,52.78
2026,10,23,51.87
2026,10,24,63.99
2026,10,25,37.88
2026,10,26,55.79
2026,10,27,58.67
2026,10,28,41.69
2026,10,29,54.67
2026,10,30,53.58
2026,10,31,53.07
2026,10,32,58.67
2026,10,33,73.80
2026,10,34,30.07
2026,10,35,48.27
2026,10,36,48.27
2026,10,37,64.27
2026,10,38,60.19
2026,10,39,55.79
2026,10,40,50.99
2026,10,41,56.37
2026,10,42,52.87
2026,10,43,49.48
2026,10,44,46.17
2026,10,45,54.78
2026,10,46,43.89
2026,10,47,48.27
2026,10,48,55.38
2026,10,49,62.17
2026,10,50,57.45
2026,10,51,43.37
2026,10,52,42.77
2026,10,53,35.35
2026,10,54,49.67
2026,10,55,50.67
2026,10,56,53.07
2026,10,57,60.17
2026,10,58,52.37
2026,10,59,71.49
