ano,rodada,time_id,pontos
2026,1,1,66.86
2026,1,2,64.46
2026,1,3,62.16
2026,1,4,64.46
2026,1,5,62.96
2026,1,6,65.40
2026,1,7,41.70
2026,1,8,56.46
2026,1,9,69.50
2026,1,10,49.40
2026,1,11,51.66
2026,1,12,63.36
2026,1,13,66.86
2026,1,14,60.26
2026,1,15,66.86
2026,1,16,90.05
2026,1,17,64.46
2026,1,18,74.20
2026,1,19,45.36
2026,1,20,70.26
2026,1,21,46.16
2026,1,22,60.26
2026,1,23,63.50
2026,1,24,57.07
2026,1,25,51.36
2026,1,26,74.96
2026,1,27,54.56
2026,1,28,78.46
2026,1,29,66.80
2026,1,30,50.26
2026,1,31,78.70
2026,1,32,68.40
2026,1,33,73.80
2026,1,34,68.96
2026,1,35,72.86
2026,1,36,72.86
2026,1,37,63.46
2026,1,38,67.96
2026,1,39,74.96
2026,1,40,50.56
2026,1,41,60.30
2026,1,42,42.56
2026,1,43,50.56
2026,1,44,55.36
2026,1,45,94.26
2026,1,46,57.36
2026,1,47,57.36
2026,1,48,50.56
2026,1,49,39.26
2026,1,50,56.90
2026,1,51,54.70
2026,1,52,61.95
2026,1,53,43.27
2026,1,54,50.96
2026,1,55,55.76
2026,1,56,52.50
2026,1,57,69.10
2026,1,58,74.70
2026,1,59,63.46
