ano,rodada,time_id,pontos
2026,7,1,65.17
2026,7,2,60.61
2026,7,3,71.57
2026,7,4,88.97
2026,7,5,43.47
2026,7,6,66.65
2026,7,7,43.87
2026,7,8,53.84
2026,7,9,68.44
2026,7,10,72.61
2026,7,11,70.66
2026,7,12,64.17
2026,7,13,74.77
2026,7,14,59.87
2026,7,15,50.57
2026,7,16,59.87
2026,7,17,81.17
2026,7,18,67.61
2026,7,19,52.57
2026,7,20,56.14
2026,7,21,35.07
2026,7,22,64.27
2026,7,23,63.67
2026,7,24,66.01
2026,7,25,71.87
2026,7,26,67.87
2026,7,27,52.57
2026,7,28,65.47
2026,7,29,56.37
2026,7,30,94.97
2026,7,31,56.17
2026,7,32,58.87
2026,7,33,73.80
2026,7,34,59.57
2026,7,35,77.87
2026,7,36,74.17
2026,7,37,83.36
2026,7,38,76.87
2026,7,39,66.27
2026,7,40,64.67
2026,7,41,64.21
2026,7,42,63.47
2026,7,43,74.27
2026,7,44,79.97
2026,7,45,68.67
2026,7,46,76.71
2026,7,47,67.41
2026,7,48,74.27
2026,7,49,69.17
2026,7,50,47.47
2026,7,51,70.57
2026,7,52,68.37
2026,7,53,35.35
2026,7,54,40.87
2026,7,55,79.66
2026,7,56,73.27
2026,7,57,58.57
2026,7,58,91.07
2026,7,59,74.37
