ano,rodada,time_id,pontos
2026,11,1,79.36
2026,11,2,81.86
2026,11,3,70.46
2026,11,4,94.76
2026,11,5,94.96
2026,11,6,71.39
2026,11,7,52.46
2026,11,8,81.36
2026,11,9,72.36
2026,11,10,85.66
2026,11,11,96.86
2026,11,12,96.36
2026,11,13,98.96
2026,11,14,75.66
2026,11,15,81.76
2026,11,16,43.88
2026,11,17,86.46
2026,11,18,81.66
2026,11,19,74.66
2026,11,20,57.48
2026,11,21,98.46
2026,11,22,84.05
2026,11,23,90.66
2026,11,24,76.06
2026,11,25,44.38
2026,11,26,80.06
2026,11,27,88.26
2026,11,28,87.46
2026,11,29,80.86
2026,11,30,55.90
2026,11,31,95.16
2026,11,32,98.66
2026,11,33,73.80
2026,11,34,87.06
2026,11,35,79.46
2026,11,36,82.06
2026,11,37,81.66
2026,11,38,84.76
2026,11,39,65.26
2026,11,40,88.96
2026,11,41,77.66
2026,11,42,98.76
2026,11,43,74.78
2026,11,44,90.46
2026,11,45,88.71
2026,11,46,91.36
2026,11,47,88.56
2026,11,48,89.08
2026,11,49,68.66
2026,11,50,86.98
2026,11,51,84.66
2026,11,52,77.16
2026,11,53,66.76
2026,11,54,89.98
2026,11,55,78.56
2026,11,56,89.28
2026,11,57,87.66
2026,11,58,75.16
2026,11,59,74.16
