ano,rodada,time_id,pontos
2026,5,1,81.47
2026,5,2,88.17
2026,5,3,69.37
2026,5,4,72.67
2026,5,5,68.66
2026,5,6,62.96
2026,5,7,56.86
2026,5,8,77.27
2026,5,9,57.97
2026,5,10,79.59
2026,5,11,79.47
2026,5,12,73.17
2026,5,13,83.47
2026,5,14,76.36
2026,5,15,91.37
2026,5,16,47.37
2026,5,17,98.77
2026,5,18,83.82
2026,5,19,98.87
2026,5,20,65.75
2026,5,21,87.36
2026,5,22,82.16
2026,5,23,76.27
2026,5,24,98.17
2026,5,25,97.69
2026,5,26,90.47
2026,5,27,70.87
2026,5,28,69.87
2026,5,29,77.67
2026,5,30,61.72
2026,5,31,84.27
2026,5,32,72.07
2026,5,33,73.80
2026,5,34,39.39
2026,5,35,97.45
2026,5,36,97.47
2026,5,37,92.97
2026,5,38,76.77
2026,5,39,90.47
2026,5,40,76.67
2026,5,41,80.95
2026,5,42,73.67
2026,5,43,68.26
2026,5,44,87.57
2026,5,45,67.46
2026,5,46,98.17
2026,5,47,90.92
2026,5,48,68.96
2026,5,49,74.07
2026,5,50,70.37
2026,5,51,102.87
2026,5,52,79.57
2026,5,53,81.75
2026,5,54,62.89
2026,5,55,95.17
2026,5,56,78.17
2026,5,57,93.67
2026,5,58,75.89
2026,5,59,78.57
