ano,rodada,time_id,pontos
2026,7,1,81.47
2026,7,2,88.17
2026,7,3,69.37
2026,7,4,72.67
2026,7,5,68.66
2026,7,6,62.96
2026,7,7,56.86
2026,7,8,77.27
2026,7,9,57.97
2026,7,10,79.59
2026,7,11,79.47
2026,7,12,73.17
2026,7,13,83.47
2026,7,14,76.36
2026,7,15,91.37
2026,7,16,47.37
2026,7,17,98.77
2026,7,18,83.82
2026,7,19,98.87
2026,7,20,65.75
2026,7,21,87.36
2026,7,22,82.16
2026,7,23,76.27
2026,7,24,98.17
2026,7,25,97.69
2026,7,26,90.47
2026,7,27,70.87
2026,7,28,69.87
2026,7,29,77.67
2026,7,30,61.72
2026,7,31,84.27
2026,7,32,72.07
2026,7,33,73.80
2026,7,34,39.39
2026,7,35,97.45
2026,7,36,97.47
2026,7,37,92.97
2026,7,38,76.77
2026,7,39,90.47
2026,7,40,76.67
2026,7,41,80.95
2026,7,42,73.67
2026,7,43,68.26
2026,7,44,87.57
2026,7,45,67.46
2026,7,46,98.17
2026,7,47,90.92
2026,7,48,68.96
2026,7,49,74.07
2026,7,50,70.37
2026,7,51,102.87
2026,7,52,79.57
2026,7,53,81.75
2026,7,54,62.89
2026,7,55,95.17
2026,7,56,78.17
2026,7,57,93.67
2026,7,58,75.89
2026,7,59,78.57
