ano,rodada,time_id,pontos
2026,8,1,66.25
2026,8,2,80.05
2026,8,3,74.12
2026,8,4,67.30
2026,8,5,70.65
2026,8,6,66.80
2026,8,7,65.32
2026,8,8,52.89
2026,8,9,55.84
2026,8,10,68.10
2026,8,11,53.27
2026,8,12,65.70
2026,8,13,75.10
2026,8,14,72.30
2026,8,15,75.00
2026,8,16,41.71
2026,8,17,90.30
2026,8,18,76.57
2026,8,19,75.10
2026,8,20,47.17
2026,8,21,68.33
2026,8,22,55.31
2026,8,23,69.70
2026,8,24,83.34
2026,8,25,57.25
2026,8,26,73.40
2026,8,27,67.50
2026,8,28,75.00
2026,8,29,74.20
2026,8,30,47.10
2026,8,31,87.40
2026,8,32,68.20
2026,8,33,73.80
2026,8,34,74.00
2026,8,35,78.70
2026,8,36,74.70
2026,8,37,71.90
2026,8,38,73.40
2026,8,39,73.40
2026,8,40,75.00
2026,8,41,68.80
2026,8,42,69.00
2026,8,43,72.20
2026,8,44,70.20
2026,8,45,64.20
2026,8,46,58.00
2026,8,47,58.00
2026,8,48,72.20
2026,8,49,80.70
2026,8,50,66.33
2026,8,51,81.15
2026,8,52,74.30
2026,8,53,62.51
2026,8,54,70.35
2026,8,55,81.20
2026,8,56,61.43
2026,8,57,69.75
2026,8,58,77.50
2026,8,59,81.50
